Driver charged after car with child passenger barrels into storefront of Brockton gas station,"BROCKTON, MASS. (WHDH) - A 24-year-old woman is facing several charges after police say she crashed her car into the storefront of a Brockton gas station Thursday night with a man and a child in the backseat of her vehicle.

The driver, whose name has not been released, was charged with reckless operation of a motor vehicle, destruction of property valued above $1,200 and committing a marked lanes violation after losing control of her car on Belmont Street just after 10 p.m., Brockton police said.

The male passenger and his son who were in the backseat of the car allegedly exited the vehicle and fled before emergency crews arrived.

Panicked neighbor Donna Russano was sitting in her room when she heard a car horn screeching followed by a big bang.

She ran outside to see what happened and found a car partially inside the Belmont Street gas station.

“The car was in the building and there was woman sitting there with the fire truck and screaming,” Russano recalled.

The scene shocked Russano, who thought the crash involved multiple cars in the roadway.

“It sounded like it was in the road, it really did,” she said. “I thought it was numerous cars the way it sounded. It literally sounded, even my neighbor upstairs said, it sounded like it was in the street.”

Police say the driver suffered minor injuries and was transported to Good Samaritan Medical Center for treatment.

“I was just in shock. I just wanted to make sure no one was hurt really bad and needed help,” Russano said.

The building sustained serious damage and has since been boarded up.

(Copyright (c) 2019 Sunbeam Television. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
House subpoena for Mueller report escalates investigation,"WASHINGTON (AP) — The chairman of the House Judiciary Committee issued a subpoena Friday for special counsel’s Robert Mueller’s report as Congress escalates its investigation of President Donald Trump.

“It now falls to Congress to determine the full scope of that alleged misconduct and to decide what steps we must take going forward,” said Rep. Jerrold Nadler, D-N.Y. He expects the Justice Department to comply by May 1.

While Mueller declined to prosecute Trump on obstruction of justice, he did not exonerate the president, all but leaving the question to Congress.

Mueller’s report provides fresh evidence of Trump’s interference in the Russia investigation and challenges lawmakers to respond. The risks for both parties are clear if they duck the responsibility or prolong an inquiry that, rather than coming to a close, may be just beginning.

“My committee needs and is entitled to the full version of the report and the underlying evidence consistent with past practice,” Nadler said in a statement.

Attorney General William Barr sent Congress a redacted version of the report, blacking out several types of material, including classified information, material pertaining to ongoing investigations and grand jury evidence.

Nadler said he is open to working with the department “to reach a reasonable accommodation for access to these materials, however I cannot accept any proposal which leaves most of Congress in the dark, as they grapple with their duties of legislation, oversight and constitutional accountability.”

The materials are due the day Barr is scheduled to testify before a Senate committee and one day before Barr is set to appear before Nadler’s committee. Nadler also has summoned Mueller to testify.

Republicans are eager to move beyond what Trump calls the “witch hunt” that has overshadowed the party and the presidency. While Democrats say Mueller’s findings are far more serious than initially indicated in Barr’s four-page summary last month, they’ve been hesitant to pursue the ultimate step, impeachment proceedings, despite pressure from the left flank of the party to begin efforts to try to remove the president from office.

House Speaker Nancy Pelosi, traveling Thursday on a congressional trip to Ireland, said in a joint statement with Senate Democratic Leader Chuck Schumer that Mueller’s report revealed more than was known about the obstruction question.

“As we continue to review the report, one thing is clear: Attorney General Barr presented a conclusion that the president did not obstruct justice while Mueller’s report appears to undercut that finding,” they said.

Later, in a letter to House Democrats, Pelosi vowed: “Congress will not be silent.”

It’s unlikely that the full Mueller report or the public testimony will untangle the dilemma that Democrats face. Mueller laid out multiple episodes in which Trump directed others to influence or curtail the Russia investigation after the special counsel’s appointment in May 2017, and Trump made clear that he viewed the probe as a potential mortal blow — “the end of my presidency.”

Rep. Adam Schiff, the chairman of the House Intelligence Committee, said the acts described in the report “whether they are criminal or not, are deeply alarming in the president of the United States. And it’s clear that special counsel Mueller wanted the Congress to consider the repercussions and the consequences.”

Schiff, D-Calif., said that “if the special counsel, as he made clear, had found evidence exonerating the president, he would have said so. He did not. He left that issue to the Congress of the United States.”

Republicans sought to portray Democrats as unwilling to let go of the idea that Trump colluded with Russia to swing the election. “What you’re seeing is unprecedented desperation from the left,” tweeted Rep. Mark Meadows, R-N.C., a top Trump ally. “There was no collusion. It’s over.”

Other Republicans were more measured. Senate Majority Leader Mitch McConnell, who is one of the few members of Congress mentioned in the report, told reporters in Kentucky, “It’s too early to start commenting on portions of it.”

McConnell was among several people the report said former White House Counsel Don McGahn had reached out to on behalf of the president when Trump was trying to stop then Attorney General Jeff Sessions from recusing himself at the start of the Russia probe.

In all, the report revealed 10 areas of potential obstruction, from Trump’s firing of FBI Director James Comey to his attempts to thwart Mueller’s investigation. In many cases, the additional details show a president restrained only by aides and others around him.

Rep. Jamie Raskin, D-Md., a member of the Judiciary Committee, said his reading of the report shows that Trump “almost certainly obstructed justice” and it was only his staff intervened to prevent certain actions.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
2 hospitalized after multi-alarm fire torches home in Dorchester,"BOSTON (WHDH) - Two residents were taken to the hospital after a two-alarm blaze torched a home in Dorchester on Thursday afternoon.

Crews responding to a reported building fire at the corner of Bowdoin and Dever streets shortly before 4 p.m. found heavy flames shooting from the roof of a multi-story home and thick smoke overtaking the area, according to the Boston Fire Department.

Video from the scene showed several people rescuing a man from a second-floor window and safely bring him to the ground.

“He said he climbed through the roof and he saw him through the window, so he pulled him out of the window,” one man said.

Through a translator, Alfred Jimenze says he and his co-workers ran from a barber shop on Bowdoin Street when they saw smoke.

“He said in the moment he wasn’t scared, he just wanted to help him out,” he said.

A woman on the second floor was able to jump, and she was caught by a crowd of people.

“The guy, he couldn’t make it because he was so sick. The smoke (went) through his body probably. He almost died,” one witness said.

The group helped push Jimenze up onto the roof to get the man out.

They carried the man away from all the smoke and stayed with him until first responders arrived.

“It’s very good because you help somebody when they need help, and if we need to do it again, we’ll do it again,” a man said.

Photos from the scene showed several firefighters attacking the blaze from the ground and on ladders.

The fire has since been knocked down. Crews are overhauling the burned-out home.

The conditions of those who were taken to the hospital were not immediately available.

Officials estimated the damage to the home at about $500,000.

The cause of the fire is under investigation.

All residents safely evacuated from the building pic.twitter.com/SolLZhB3sg — Boston Fire Dept. (@BostonFire) April 18, 2019

Deputy Michael Doherty briefs the media on the 2nd alarm on Bowdoin St . 2 residents taken ⁦@BOSTON_EMS⁩ to a local hospital minor injuries. Damages approximately 500,000 FIU on scene to investigate the cause. pic.twitter.com/brbyEERxlh — Boston Fire Dept. (@BostonFire) April 18, 2019

Heavy fire knocked down all companies are overhauling pic.twitter.com/GuZdeDnV91 — Boston Fire Dept. (@BostonFire) April 18, 2019

(Copyright (c) 2019 Sunbeam Television. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
"South Coast – Boston News, Weather, Sports","A Freetown man was arrested after police say he kept an 86-inch flat screen television that was mistakenly delivered to his house. The $2,700 televisionRead More"
New Bedford doctor accused of paying 14-year-old boy for sexual activity held on $75K bail,"ATTLEBORO, MASS. (WHDH) - A New Bedford doctor accused of paying a 14-year-old for sexual activity was ordered held on $75,000 bail Thursday.

Sujan Kayastha, 37, a hospitalist at St. Luke’s Hospital in New Bedford, was arraigned in Attleboro District Court on charges including possession of child pornography, two counts of disseminating obscene matter to a minor, two counts of electronic enticement of a child for prostitution, and trafficking of a person for sexual servitude.

A four-month-long investigation led to Kayastha’s arrest Wednesday.

Juvenile Det. Joseph Daday began investigating Kayastha after receiving a report in December 2018 that the Attleboro boy had been sexually assaulted, according to Attleboro police.

The execution of multiple search warrants on mobile devices and several social media accounts led Daday to Kayastha, who allegedly engaged in lengthy and sexually explicit communications with the juvenile victim that included the transmission of child pornography.

Kayastha offered drugs, money, and alcohol to the boy and made arrangements to bring him to a hotel in Seekonk to engage in a sexual encounter, police said.

Detectives executing a search warrant at Kayastha’s Dartmouth home on Wednesday arrested him without incident.

Kayastha allegedly made admissions and incriminating statements while being interviewed by investigators.

Police searching both Kayastha and the victim’s phones say the doctor knew the child was underage because the boy said so in his online conversations.

Detectives seized multiple mobile communications devices that contained child pornography, as well as suspected narcotics, according to police.

His neighbors were shocked by the allegations.

“You don’t expect it in your neighboorhood,” one woman said. “It can happen to anyone, anywhere, any class. He was a physician.”

Another neighbor said, “It’s enough to make me cry.”

In a statement, Southcoast Health said, “We are disturbed to learn of the allegations and arrest of Dr. Sujan Kayastha. Dr. Kayastha has immediately been relieved of his duties pending review of this matter. We are unable to comment further at this time.”

If Kayastha posts bail, he cannot leave the state or use social media, and he must stay away from the victim and anyone under the age of 18.

The investigation remains ongoing and police say further criminal charges may follow.

(Copyright (c) 2019 Sunbeam Television. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
"Attorneys accuse police, prosecutors of leaking Kraft video","WEST PALM BEACH, Fla. (AP) — Attorneys for two of the women charged in a Florida prostitution sting asked a judge on Thursday to hold police and prosecutors in contempt of court following reports that someone was shopping around undercover video of New England Patriots owner Robert Kraft.

The motion was filed in Palm Beach County Circuit Court by attorneys for Lei Wang and Hua Zhang, who are accused of working at the Orchids of Asia Day Spa in Jupiter.

The attorneys cited a New York Daily News story that reports an unknown person had contacted TheBlast.com with footage of Kraft naked with another person, presumably the massage therapist. The attorneys said only police and prosecutors have access to the footage, which a judge has temporarily barred from release. The attorneys argued that releasing the footage would violate their clients’ rights to privacy and fair trials.

Jupiter police spokesman O’Neil Anderson told The Associated Press that he doubts the authenticity of the reports. He said his department has taken every precaution to secure the evidence, and he doesn’t believe anyone in the police department or State Attorney’s Office would leak the video.

Anderson also pointed out that no websites or news organizations have actually shown a video.

“If anyone had it, they would have released it by now,” Anderson said.

Kraft was charged in February with two misdemeanor counts of soliciting prostitution after being accused of paying for sex. He has pleaded not guilty.

A message left with the State Attorney’s Office wasn’t immediately returned.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
"Sandals Resorts giving away luxury vacations to mothers, teachers, nurses, military members","Sandals Resorts says it will give away luxury vacations for two to mothers, teachers, nurses, and members of the military every day for the month of May.

The giveaways will be in honor of Mother’s Day, Teacher Appreciation Week, National Nurses’ Day, and Military Month, according to the travel website.

“We are rewarding people that rock with a chance to win a seven-day, six-night luxury vacation for two,” Sandals said of its “Maycation” promotion.

A total of 31 winners will be given the choice to stay at any Sandals or Beaches Resort in a “Love Nest Butler Suite.” Airfare is not included in the giveaway.

The winning prize includes unlimited dining at up to 16 restaurants, exclusive wines and spirits, butler service, complimentary golf, and more.

Winners will be randomly selected every day in May. They will be required to use the vacation within two years.

To enter, you can nominate someone you know who is a mother, nurse, teacher, active or retired military. If you are one, you can nominate yourself.

To fill out an entry form, click here.

(Copyright (c) 2019 Sunbeam Television. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
"Bobcat that attacked golfer, horse in Connecticut had rabies","SPRAGUE, Conn. (AP) — A bobcat that attacked a golfer in Connecticut shortly after scratching a horse has tested positive for rabies.

The bobcat was shot and killed by state environmental police shortly after it attacked a man on the Mohegan Sun Golf Course in Sprague on Thursday morning.

The state Department of Energy and Environmental Protection in a statement said the wildcat was taken for testing at the UConn Medical Lab, which confirmed rabies.

The golfer and the horse owner have been notified.

The golfer, a man in his 60s whose name was not made public, was treated at a hospital for scratches.

Bobcats are common in Connecticut, but attacks on humans are unusual. The last report of a bobcat attack on a human in the state was in Bozrah in August 2014.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Girl on spring break trip stumbles upon 3 million-year-old megalodon shark tooth,"(CNN/WHDH) — A girl who celebrated her spring break at the beach just happened to stumble upon a megalodon shark tooth, which could date back more than three million years.

Avery Fauth found the tooth on Monday as she walked along North Topsail Beach in North Carolina, according to WECT-TV.

Fauth’s father had been looking for a megalodon tooth for more than 20 years and got her and her sisters interested in hunting for shark teeth.

Fauth told the news outlet that she was down by the water when she saw something in the sand. When she pulled out the black tooth, everyone started screaming.

“We were all kind of like jumping up and down and screaming really loud And my dad didn’t believe us at first,” she said. “I was Facetiming people and they said that we bought it. They kind of didn’t believe us but then whenever I came back and showed them, they said it was really cool.”

The megalodon was the largest shark ever documented and went extinct about 3.6 million years ago.

It was formerly thought to be a member of the family Lamnidae, making it closely related to the great white shark.

(Copyright (c) 2019 CNN. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
"Weather – Boston News, Weather, Sports",
7Weather: April 19,"(Copyright (c) 2019 Sunbeam Television. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Solve It 7: Trip to Disney for princess-in-training,"It’s called the most magical place on Earth.

A trip to Disney World is a dream destination for children everywhere, including five-year-old Winni Iapicca, of Danvers.

“She’s a little girl with a princess attitude who just wants to dream and believe,” says her mother, Lyssa.

But life’s been tough for this little girl. Winni was born with tuberous sclerosis complex, a rare genetic disorder affecting her lungs, kidneys, brain, eyes, and skin. Lyssa says she takes the challenges head-on and with a vibrant spirit. So her parents decided to make her dream of going to Disney World a reality. They booked a family trip to celebrate her fifth birthday.

“No matter what her life is going to be, we want to make it as dreamy as possible for her,” Lyssa says.

Winni had never flown before, so Lyssa wanted to make sure she booked a flight that would work best for her daughter. Crowds of people and large gatherings can cause anxiety for Winni.

“We really have to prepare,” Lyssa says. “We have to have extra time just to go to the grocery store.”

Earlier last year, Lyssa went online and booked a 12:30 p.m. direct flight from Boston to Orlando on Delta Airlines. It would give them the extra time they needed for Winni. The Iapicca’s planned to get to the airport four to five hours early to give Winni enough time to get acclimated. The flights cost $2,300 for the family of four.

Everything was going according to plan until a few months before their big trip.

“I received an email that the flight all together had been canceled,” Lyssa says.

Lyssa says the Delta representative gave her two options: a 6 a.m. direct flight or an evening flight with a layover. Neither option would work because of her daughter’s condition.

“They just kept saying, ‘Unfortunately, I’m so sorry for your situation…there’s nothing we can do,’” Lyssa remembers.

She found a similar early afternoon flight on a different airline, but it cost more than $4,000. Wanting to keep their Disney dream alive, she reached out to Solve It 7.

We called Delta. The airline told us they would contact Lyssa directly to try and figure out a solution. Lyssa says she got a call back within hours.

A Delta executive told Lyssa to book whatever flight she needed, send an invoice and Delta would write her a check. She booked the flight on the other airline and Delta took care of the cost. They also gave the family a $500 Amazon gift card for their troubles.

“We know how important family vacations like this are,” the company said in a statement provided to Solve It 7. “While scheduled adjustments like this are uncommon, Delta employees are empowered to work with customers to find solutions.”

Winni got to take her trip of a lifetime. One home video shows the five-year-old in a pink dress meeting Cinderella. Another shows Lyssa and Winni riding a roller coaster, all smiles.

“She saw every princess, filled two autograph books, it was a dream,” says Lyssa.

A dream come true for this princess in training.

“I want to thank [Solve It 7] tremendously for helping us have an amazing, successful trip to Disney World,” Lyssa says. “And giving her the dreams that she deserves.”

(Copyright (c) 2019 Sunbeam Television. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Sheriff’s officer corrals donkey on interstate near Chicago,"ARLINGTON HEIGHTS, Ill. (AP) — It wasn’t a routine day for a sheriff’s officer after she spotted a donkey meandering along Interstate 90 near Chicago.

Video from a body camera taken Wednesday shows the bewildered Cook County officer radioing: “There’s a donkey in the middle of I-90.”

The officer then ordered the donkey to “come here, sweetie.”

She asked a motorist to stand with the donkey while she could figure out what to do.

The officer also asked the donkey where it was from. It turns out the animal’s name was Dusty, who was eventually returned to its owner.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Dramatic rescue caught on camera after pontoon boat capsizes in Florida,"(WHDH) — More than a dozen people were pulled from the water in a dramatic rescue after a pontoon boat capsized off the coast of Florida on Sunday.

The boat was out in choppy seas despite a boating advisory that had been issued near the Tampa area.

Passenger Allona Haynes says she thought she wasn’t going to make it.

“Luckily my dad saved me and dragged me to the boat and I got one of the seat cushions to hold me up,” she said. “I thought I was going to drown.”

The Pasco Sheriff’s Office says those on board should have listened to the boating advisory.

“It was a lot rougher than you think,” said Corporal Russ Meissner. “It was probably 25 mile-per-hour winds. That specific area was 3-foot waves. We took a beating just trying to get to that scene.”

Several people who ended up in the water didn’t have life jackets and many admitted they didn’t know how to swim, which created even more panic.

“We had one guy in the water without a life jacket at all holding a duffel bag,” said Corporal Mitch Boloenbacher. “One person was holding on to a life jacket but didn’t have the life jacket on correctly.”

“Even us who could swim, it was so hard,” said Loryn Decker, who was among those rescued. “I was treading water for 20 minutes.”

Sheriff Chris Nocco is thankful everyone is safe, and he’s using the incident as a lesson going into the summer season.

“Wear your vests,” Nocco said.

To see the dramatic footage, check out the video above.

(Copyright (c) 2019 Sunbeam Television. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
"New Hampshire – Boston News, Weather, Sports","CONCORD, N.H. (AP) — More than a dozen wild bee species critical to pollinizing everything from blueberries to apples in New England are on theRead More"
NH man arrested on child porn charges following nearly year-long investigation,"LONDONDERRY, N.H. (WHDH) - A nearly year-long investigation into child pornography led to the arrest of a New Hampshire man Thursday.

Londonderry police began investigating Richard Gale in May 2018 after receiving a tip from the National Center for Missing and Exploited Children.

Gale was ultimately arrested Thursday and charged with three felony counts of possession of child pornography and one felony count of distribution of child pornography.

He was released on unsecured appearance bond and is scheduled to appear in Rockingham County Superior Court on May 3.

Anyone with information in relation to this case is asked to contact Londonderry police Det. Michael Tufo at 603-432-1118.

(Copyright (c) 2019 Sunbeam Television. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
"Metro-West – Boston News, Weather, Sports",A man and woman who pleaded not guilty Thursday to burglarizing the Marlborough home of an elderly Vietnam War veteran while he recovers from injuriesRead More
Hopkinton rescue throws wedding for inseparable ‘lovedogs’ looking for forever home,"HOPKINTON, MASS. (WHDH) - The Brown Dog Coalition and Rescue threw a wedding Wednesday for two of their adoptable rescue dogs who share a unique bond.

Jet and Jasmine, rescued from an overcrowded shelter in Alabama with their four babies, are looking for a new home together. Their bond is so strong, their foster says, that they howl whenever they are separated until they are reunited.

“So what do you do when you’ve got two crazy kids in love? You make it official!,” the organization wrote in a post on Facebook. “Yesterday, we celebrated Jet and Jasmine’s love, support, and bond with one another. They exchanged bow-wows, licked faces, and shared their first romp around the yard as a married couple. Now honeymooning in Hopkinton, J+J are hoping to relocate somewhere permanent to start their next chapter of life.”

Their foster parent said, “Their bond is undeniable. They really do howl if they are separated. They are shy at first, but Jet warms up quickly with treats. Jasmine takes more time to come around. I think the only love they’ve ever known is from each other. Once you’ve won them over, they love getting attention and being scratched. They deserve adopters who will love and take care of them forever.”

Jet and Jasmine are available to meet by appointment in Hopkinton.

Click Here if you’d like to fill out an application.

(Copyright (c) 2019 Sunbeam Television. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
"Western Mass – Boston News, Weather, Sports","A man accused of shooting a Springfield police officer twice in the arm early Sunday morning has been arrested, officials said. The officer, whose nameRead More"
Athol man pleads guilty in death of 10-year-old boy with autism,"GREENFIELD, Mass. (AP) — A Massachusetts man has pleaded guilty to manslaughter in the death of his girlfriend’s 10-year-old autistic and deaf son.

Christopher Vinsant, of Athol, had originally faced a murder charge in the July 2013 death of Isaiah Buckner, but under a deal with prosecutors, pleaded guilty Thursday to the lesser charge and was sentenced to up to 10 years of prison.

Prosecutors say the 32-year-old Vinsant was the boy’s primary caregiver the day he died of what were described as severe injuries to his abdomen and internal organs.

Vinsant said the boy fell earlier in the day, but authorities say Vinsant waited hours to get the boy help even though he was in “excruciating” pain.

The boy’s mother in a victim impact statement said “The joy of my life is gone.”

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Beverly man who sent white powder to Trump’s sons to be sentenced,"BOSTON (AP) — Prosecutors are seeking three years in prison for a Beverly, Massachusetts man who admitted to sending threatening letters filled with white powder to President Donald Trump’s sons and others.

Daniel Frisiello is set to be sentenced Friday in Boston federal court. He pleaded guilty in October.

The letter Frisiello sent to Donald Trump Jr. was opened last year by his now-ex-wife, Vanessa. She was briefly hospitalized as a precaution after she reported feeling ill. The substance turned out to be nonhazardous.

Other recipients of Frisiello’s letters included Democratic U.S. Sen. Debbie Stabenow of Michigan.

Frisiello’s lawyer is seeking five years of probation, including one year of home confinement. His lawyer says the 25-year-old has developmental delays, is autistic and would be susceptible to “exploitation, violence and isolation” in prison.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Chem professor on leave after Nazi gas chamber exam question,"MIDDLEBURY, Vt. (AP) — A Middlebury College chemistry professor whose written exam question asked students to calculate the lethal dose of a poisonous gas used in Nazi gas chambers during the Holocaust has taken a leave of absence, the school said.

The Vermont liberal arts college said that it’s investigating under the terms of its faculty misconduct policy.

“This inexplicable failure of judgment trivializes one of the most horrific events in world history, violates core institutional values, and simply has no place on our campus,” wrote Middlebury President Laurie Patton last week. “We expect our faculty to teach and lead with thoughtfulness, good judgment, and maturity. To say we have fallen short in this instance is an understatement.”

A review of past exams given by professor Jeff Byers found a second objectionable question making reference to the Ku Klux Klan in an exam given last year. The question appeared to have a humorous intent, but “was gratuitous and offensive,” the school said.

Byers apologized to the college community in an April 10 written statement on the school’s website. He said he gave two exams in the last year that included questions “that were clearly offensive, hurtful, and injurious to our students.”

“I can offer no explanation for my actions other than carelessness and hubris,” he wrote.

The gas chamber exam question came to light in the student-run satirical newspaper, The Local Noodle , according to the student-run newspaper, The Middlebury Campus.

The school’s Community Bias Response Team, which is charged with assessing and responding to bias incidents, sent out a campus-wide email criticizing both the exam question and The Local Noodle for making light of it, The Middlebury Campus reported.

An email sent to a Jewish student group and local Jewish congregation seeking comment was not immediately returned.

On Thursday, Patton, the college president, said in a campus-wide email that the college has experienced several incidents of bias in recent weeks “that are causing pain and anger in our community,” but did not specify what those were. She was following up on the school’s decision Wednesday to cancel a lecture by conservative Polish politician Ryszard Legutko because of safety concerns.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Health care aide charged with stealing from dementia patient,"SHELTON, Conn. (AP) — A Connecticut home health aide has been charged with stealing more than $20,000 from an elderly dementia patient she was caring for.

Police say 30-year-old Jennifer Poitevien, of Shelton, was charged Wednesday with first-degree larceny, credit card theft and first-degree identity theft.

Police were tipped off by a man who said his 83-year-old mother, who suffers from dementia, was missing “a large sum of money from her bank accounts.”

Police say their investigation found that Poitevien made ATM withdrawals with the victim’s credit card and opened another card in the victim’s name.

Poitevien is charged with stealing about $22,000 from the victim’s since April 2018.

She was held on $5,000 bond. It’s not clear if she has a lawyer.

The agency that employed her has fired her.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
VT chem professor on leave after Nazi gas chamber exam question,"MIDDLEBURY, Vt. (AP) — A Middlebury College chemistry professor whose written exam question asked students to calculate the lethal dose of a poisonous gas used in Nazi gas chambers during the Holocaust has taken a leave of absence.

The Vermont college said in a written statement last week that it’s investigating under the terms of its faculty misconduct policy.

Professor Jeff Byers apologized to the university community in an April 10 written statement on the college’s website. He says he gave two exams in the last year containing questions that were “clearly offensive, hurtful, and injurious” to students, blaming his actions on “carelessness and hubris.”

Middlebury President Laurie Patton says “this inexplicable failure of judgment trivializes one of the most horrific events in world history” and has no place on Middlebury’s campus.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
"Hospital mistakenly emailed patient names, prescriptions","BANGOR, Maine (AP) — A Maine psychiatric hospital says the release of confidential information about 300 people receiving medication-assisted drug treatment to a newspaper was an “isolated” mistake.

The Bangor Daily News reports that Northern Light Acadia Hospital in Bangor mistakenly emailed the names of 300 patients with prescriptions for Suboxone, a medication used to treat opioid use disorder. The list included the patients’ names and their doctors.

Acadia’s president, Scott Oxley, called the blunder this month “a huge deal” but said the “isolated” mistake stemmed from human error, not a systemic problem.

The mistake could lead to an audit of the hospital’s privacy and security protocols. Acadia is required to report the incident to federal regulators.

Northern Lights Acadia Hospital provides both inpatient and community-based psychiatric care and substance use treatment programs.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
RetailMeNot reveals the most popular Easter candy in every state,"(WHDH) — Reeses peanut butter chocolate eggs are they go to Easter candy for more than half of the United States, according to RetailMeNot.

In a recent survey by the coupon website, which included Washington D.C., the peanut-butter-stuffed, egg-shaped treat hailed as king across the country.

Other popular candy choices included Cadbury Eggs, chocolate bunnies, jelly beans, and Peeps.

Here’s a look at the state-by-state breakdown:

(Copyright (c) 2019 Sunbeam Television. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
